# name, ra, dec, redshift 
SDSS J124224.76+024927.5, 190.60325, 2.82442, 0.003779 
NGC 4628, 190.60516, -6.97100, 0.009433 
NGC 4626, 190.60545, -7.04427, 0.009660 
IC 3684, 190.61049, 11.74036, 0.003759 
SDSS J124227.47+024714.0, 190.61462, 2.78728, 0.002572 
SDSS J124227.66+024117.3, 190.61533, 2.68822, 0.003146 
WISEA J124228.22+024325.1, 190.61763, 2.72356, 0.002308 
SDSS J124228.49+025616.4, 190.61875, 2.93794, 0.000747 
SDSS J124228.79+023904.5, 190.62008, 2.65131, 0.000284 
SDSS J124230.87+024515.2, 190.62871, 2.75431, 0.003329 
NGC 4630, 190.62982, 3.96016, 0.002472 
WISEA J124231.77+024906.3, 190.63233, 2.81817, 0.003366 
NGC 4632, 190.63329, -0.08269, 0.005741 
SDSS J124232.20+025049.7, 190.63421, 2.84725, 0.002899 
SDSS J124232.35+025037.1, 190.63487, 2.84378, 0.002779 
NGC 4629, 190.63599, -1.35058, 0.003723 
SDSS J124232.84+024142.0, 190.63688, 2.69508, 0.003703 
SDSS J124232.90+025154.8, 190.63712, 2.86528, -0.000007 
SDSS J124232.90+023727.8, 190.63721, 2.62453, -0.000697 
SDSS J124233.00+024415.9, 190.63767, 2.73775, 0.003055 
SDSS J124233.06+024316.5, 190.63783, 2.72133, 0.003919 
SDSS J124233.84+024539.8, 190.64108, 2.76108, 0.000667 
SDSS J124234.68+024828.9, 190.64458, 2.80814, 0.004760 
SDSS J124234.94+024505.6, 190.64567, 2.75164, 0.001805 
SDSS J124235.04+024431.1, 190.64608, 2.74206, 0.004130 
IC 3686, 190.64999, 10.56527, 0.067522 
SDSS J124236.66+025112.3, 190.65279, 2.85347, 0.003449 
SDSS J124236.84+024012.0, 190.65363, 2.67006, 0.004193 
IC 3689, 190.65393, 20.85065, 0.064329 
SDSS J124237.21+024136.7, 190.65517, 2.69356, 0.002709 
NGC 4633, 190.65574, 14.35720, 0.001027 
SDSS J124237.49+025128.5, 190.65629, 2.85797, 0.003582 
NGC 4622, 190.65683, -40.74418, 0.014567 
SDSS J124237.97+024347.7, 190.65821, 2.72997, 0.003346 
WISEA J124238.03+024636.0, 190.65847, 2.77667, 0.086626 
WISEA J124238.36+024610.3, 190.65984, 2.76953, 0.087047 
SDSS J124239.11+024316.3, 190.66300, 2.72133, 0.003366 
SDSS J124239.15+024609.7, 190.66308, 2.76947, 0.004156 
NGC 4635, 190.66344, 19.94549, 0.003189 
SDSS J124239.24+024952.6, 190.66354, 2.83136, 0.002725 
SDSS J124239.27+024025.1, 190.66375, 2.67375, 0.002265 
SDSS J124239.94+024633.4, 190.66642, 2.77603, 0.003549 
WISEA J124240.51+024213.0, 190.66862, 2.70392, 0.002588 
SDSS J124240.45+024008.8, 190.66862, 2.66919, 0.002775 
WISEA J124240.64+024020.8, 190.66937, 2.67247, 0.085731 
NGC 4634, 190.67065, 14.29565, 0.000464 
WISEA J124242.21+023937.1, 190.67589, 2.66031, 0.003709 
SDSS J124242.39+024246.5, 190.67667, 2.71297, 0.002001 
SDSS J124243.62+024324.4, 190.68179, 2.72347, 0.002325 
SDSS J124243.88+024327.9, 190.68292, 2.72447, 0.003322 
SDSS J124244.11+024906.1, 190.68388, 2.81839, 0.001581 
SDSS J124245.06+024929.1, 190.68783, 2.82478, 0.002752 
NGC 4638, 190.69764, 11.44253, 0.003843 
SDSS J124247.91+023446.9, 190.69967, 2.57983, -0.000190 
WISEA J124247.98+115513.3, 190.70003, 11.92049, 0.004073 
SDSS J124249.12+023349.6, 190.70471, 2.56381, 0.003212 
IC 3690, 190.70504, 10.35749, 0.025314 
WISEA J124249.47+024803.2, 190.70596, 2.80111, 0.002849 
NGC 4636, 190.70761, 2.68780, 0.003129 
SDSS J124249.92+024654.7, 190.70804, 2.78186, 0.003626 
SDSS J124251.01+024057.7, 190.71260, 2.68276, 0.003176 
SDSS J124251.27+131545.4, 190.71366, 13.26265, 0.003663 
SDSS J124252.04+023618.6, 190.71687, 2.60522, 0.003442 
NGC 4639, 190.71828, 13.25744, 0.003419 
SDSS J124253.39+023521.8, 190.72246, 2.58947, 0.000130 
SDSS J124253.46+023824.2, 190.72279, 2.64008, 0.004326 
SDSS J124253.92+023630.4, 190.72471, 2.60844, 0.000297 
IC 3692, 190.72503, 20.98976, 0.021822 
NGC 4637, 190.72541, 11.43827, 0.003800 
SDSS J124254.66+024727.1, 190.72771, 2.79086, 0.002348 
SDSS J124255.29+023948.2, 190.73038, 2.66342, 0.004486 
SDSS J124255.54+024223.7, 190.73138, 2.70658, 0.003429 
SDSS J124255.67+023748.2, 190.73200, 2.63011, 0.000847 
SDSS J124256.59+113711.8, 190.73581, 11.61996, 0.004093 
SDSS J124257.49+023830.0, 190.73958, 2.64172, 0.003859 
NGC 4640, 190.74076, 12.28698, 0.005596 
SDSS J124257.81+023719.8, 190.74092, 2.62225, 0.001751 
IC 3693, 190.74189, 10.68207, 0.005372 
WISEA J124258.74+024631.0, 190.74479, 2.77525, 0.003619 
SDSS J124258.79+023330.2, 190.74496, 2.55844, 0.002999 
IC 3697, 190.74522, 39.84568, 0.055041 
SDSS J124258.91+023917.8, 190.74550, 2.65497, 0.003002 
SDSS J124258.93+024024.7, 190.74554, 2.67353, 0.002575 
SDSS J124259.56+024512.9, 190.74817, 2.75361, 0.003329 
SDSS J124259.58+025012.9, 190.74821, 2.83692, 0.000120 
SDSS J124301.32+024251.9, 190.75554, 2.71447, 0.002272 
NGC 4640B, 190.75655, 12.28511, 0.067203 
SDSS J124301.93+024709.9, 190.75804, 2.78611, 0.001261 
SDSS J124301.99+023925.3, 190.75825, 2.65703, 0.003059 
SDSS J124302.06+023433.2, 190.75862, 2.57589, 0.002865 
SDSS J124302.42+023816.9, 190.76012, 2.63811, 0.003326 
SDSS J124302.43+025011.6, 190.76013, 2.83657, 0.085636 
SDSS J124302.89+023345.7, 190.76204, 2.56278, 0.002715 
SDSS J124303.03+023845.5, 190.76267, 2.64597, 0.002839 
WISEA J124303.14+024958.2, 190.76311, 2.83284, 0.001171 
SDSS J124304.17+113357.7, 190.76739, 11.56607, 0.003512 
SDSS J124304.40+023700.6, 190.76829, 2.61689, 0.004870 
SDSS J124304.45+023836.9, 190.76854, 2.64369, 0.002765 
SDSS J124304.83+023306.5, 190.77013, 2.55189, 0.001948 
SDSS J124305.60+113532.8, 190.77330, 11.59253, 0.004176 
NGC 4645A, 190.77334, -41.35898, 0.011028 
SDSS J124306.17+023756.5, 190.77575, 2.63236, 0.002041 
SDSS J124306.35+024345.6, 190.77650, 2.72933, 0.003176 
SDSS J124307.00+023539.2, 190.77917, 2.59422, -0.000077 
IC 3694, 190.78034, 11.21199, 0.028240 
SDSS J124307.48+024610.2, 190.78117, 2.76950, 0.002195 
NGC 4641, 190.78188, 12.05110, 0.006708 
SDSS J124307.69+114705.3, 190.78208, 11.78481, 0.001825 
SDSS J124307.82+113415.1, 190.78259, 11.57089, 0.003726 
SDSS J124307.92+024006.8, 190.78296, 2.66856, -0.000597 
SDSS J124308.05+113239.7, 190.78354, 11.54437, 0.004166 
SDSS J124308.05+024306.9, 190.78354, 2.71858, 0.002922 
SDSS J124308.07+024108.6, 190.78358, 2.68578, 0.002739 
SDSS J124308.26+024226.7, 190.78446, 2.70742, 0.003836 
WISEA J124308.32+024649.7, 190.78475, 2.78053, 0.002378 
SDSS J124308.48+024257.9, 190.78529, 2.71608, 0.003372 
SDSS J124308.49+023924.8, 190.78533, 2.65692, -0.000590 
WISEA J124309.24+113856.6, 190.78842, 11.64897, 0.003476 
IC 3696, 190.79011, 19.92803, 0.021905 
SDSS J124309.76+024331.8, 190.79067, 2.72553, 0.003216 
SDSS J124310.33+023739.9, 190.79304, 2.62775, 0.000073 
SDSS J124311.64+024028.5, 190.79846, 2.67453, 0.002752 
SDSS J124311.61+023937.7, 190.79879, 2.66011, 0.003009 
SDSS J124312.85+024521.3, 190.80357, 2.75593, 0.007855 
SDSS J124313.39+113413.4, 190.80579, 11.57040, 0.003249 
SDSS J124314.26+113420.2, 190.80939, 11.57225, 0.004750 
SDSS J124314.66+024153.8, 190.81117, 2.69822, 0.002048 
SDSS J124315.37+023852.4, 190.81404, 2.64789, 0.003622 
SDSS J124315.36+113034.5, 190.81405, 11.50962, 0.004170 
SDSS J124315.49+113922.8, 190.81456, 11.65636, 0.004336 
SDSS J124315.67+024507.4, 190.81532, 2.75206, 0.007825 
IC 3698, 190.82204, 11.21151, 0.027866 
NGC 4642, 190.82426, -0.64417, 0.008819 
SDSS J124318.34+113312.3, 190.82643, 11.55347, 0.005127 
SDSS J124319.12+113655.8, 190.82969, 11.61551, 0.003953 
NGC 4643, 190.83395, 1.97825, 0.004446 
SDSS J124321.18+022851.8, 190.83829, 2.48111, 0.001785 
SDSS J124321.54+023717.5, 190.83975, 2.62153, -0.000300 
SDSS J124321.71+024104.3, 190.84042, 2.68447, -0.000360 
SDSS J124321.84+024119.5, 190.84100, 2.68872, 0.000507 
SDSS J124322.13+023522.3, 190.84221, 2.58950, 0.000424 
SDSS J124322.38+023031.4, 190.84321, 2.50867, -0.000183 
SDSS J124324.91+113226.8, 190.85381, 11.54079, 0.004413 
SDSS J124324.99+113444.4, 190.85411, 11.57901, 0.002979 
SDSS J124326.79+112500.0, 190.86161, 11.41669, 0.005064 
SSTSL2 J124327.49+113214.0, 190.86458, 11.53725, 0.004907 
WISEA J124327.45+113806.5, 190.86484, 11.63519, 0.004787 
IC 3702, 190.86819, 10.87382, 0.028813 
SDSS J124328.69+112908.9, 190.86959, 11.48581, 0.003399 
SDSS J124331.00+023040.5, 190.87912, 2.51122, -0.000123 
IC 3701, 190.87969, 11.04713, 0.004716 
NGC 4645B, 190.87998, -41.36201, 0.007397 
SDSS J124331.67+113832.6, 190.88206, 11.64238, 0.003416 
SDSS J124332.00+023303.1, 190.88333, 2.55083, 0.000704 
NGC 4647, 190.88471, 11.58278, 0.004700 
SDSS J124332.82+112530.2, 190.88675, 11.42510, 0.002278 
WISEA J124335.97+113205.1, 190.89991, 11.53477, 0.004263 
SDSS J124338.50+113027.4, 190.91045, 11.50765, 0.003352 
SDSS J124338.55+112722.1, 190.91064, 11.45616, 0.001918 
SSTSL2 J124338.90+113435.3, 190.91221, 11.57650, 0.002655 
SDSS J124339.09+113936.8, 190.91287, 11.66024, 0.003362 
SDSS J124339.17+113258.4, 190.91320, 11.54956, 0.005090 
MESSIER 060, 190.91665, 11.55261, 0.003703 
SDSS J124340.19+113004.9, 190.91746, 11.50140, 0.004460 
WISEA J124340.40+112829.4, 190.91851, 11.47461, 0.003609 
SDSS J124340.55+113533.3, 190.91900, 11.59260, 0.004386 
IC 3705 NED02, 190.92296, 19.32307, 0.087378 
IC 3705 NED01, 190.92297, 19.32700, 0.087925 
SDSS J124341.97+113256.7, 190.92504, 11.54911, 0.003763 
SDSS J124342.05+113259.8, 190.92524, 11.55004, 0.003139 
SDSS J124342.26+113329.5, 190.92610, 11.55822, 0.002085 
NGC 4651, 190.92782, 16.39340, 0.002669 
SDSS J124342.72+112521.3, 190.92799, 11.42262, 0.002732 
SDSS J124343.79+113441.2, 190.93245, 11.57807, 0.002622 
SDSS J124344.81+113056.6, 190.93672, 11.51576, 0.003012 
SDSS J124345.02+111438.6, 190.93760, 11.24409, 0.003426 
SDSS J124345.16+113522.4, 190.93819, 11.58954, 0.004253 
IC 3704, 190.93994, 10.77001, 0.028947 
SDSS J124345.78+113937.6, 190.94076, 11.66046, 0.003102 
SDSS J124345.90+113053.7, 190.94142, 11.51492, 0.002292 
SDSS J124346.19+113129.7, 190.94249, 11.52492, 0.003532 
SDSS J124346.39+113751.5, 190.94333, 11.63097, 0.005030 
SDSS J124348.04+112605.3, 190.95020, 11.43483, 0.003022 
NGC 4649:[FFN2011] 002635, 190.95067, 11.53481, 0.002755 
SDSS J124348.77+113139.4, 190.95322, 11.52758, 0.002028 
NGC 4622A, 190.95459, -40.71456, 0.016822 
SDSS J124349.58+113056.8, 190.95664, 11.51582, 0.003446 
SDSS J124349.86+113218.6, 190.95776, 11.53852, 0.004993 
SDSS J124350.26+113211.3, 190.95937, 11.53650, 0.003946 
SDSS J124350.53+113304.8, 190.96043, 11.55139, 0.003432 
NGC 4622B, 190.96097, -40.71725, 0.016365 
NGC 4653, 190.96219, -0.56118, 0.008742 
WISEA J124352.47+112519.1, 190.96864, 11.42174, 0.004029 
SDSS J124352.52+113440.8, 190.96887, 11.57800, 0.002318 
SDSS J124352.80+113253.3, 190.97000, 11.54818, 0.003332 
SDSS J124355.23+113525.3, 190.98018, 11.59037, 0.002849 
SDSS J124355.95+112956.9, 190.98319, 11.49916, 0.002802 
SDSS J124356.52+113327.3, 190.98554, 11.55759, 0.003703 
NGC 4654, 190.98593, 13.12659, 0.003456 
SDSS J124357.05+113112.5, 190.98774, 11.52016, 0.003386 
NGC 4656, 190.99053, 32.16815, 0.002155 
NGC 4656 NED01, 190.99518, 32.17374, 0.002215 
SDSS J124359.86+113437.1, 190.99947, 11.57698, 0.002972 
SDSS J124400.17+113308.9, 191.00070, 11.55251, 0.002125 
SDSS J124401.69+113452.7, 191.00708, 11.58135, 0.003312 
IC 3709, 191.01680, 9.06338, 0.047733 
NGC 4656 NED02, 191.02978, 32.20851, 0.002048 
IC 3711, 191.03899, 11.17669, 0.005536 
IC 3710, 191.03920, 12.11700, 0.003379 
NGC 4645, 191.04172, -41.74994, 0.008773 
WISEA J124410.19+113443.4, 191.04246, 11.57868, 0.004837 
SDSS J124411.17+321221.6, 191.04656, 32.20602, 0.002077 
NGC 4656UV, 191.06542, 32.28333, 0.001901 
NGC 4650, 191.08169, -40.73178, 0.009850 
IC 3715, 191.08922, 20.02435, 0.022255 
IC 3717, 191.09571, 39.52233, 0.024043 
IC 3714, 191.09622, 10.18883, 0.030411 
NGC 4662, 191.10919, 37.12127, 0.023312 
NGC 4659, 191.12250, 13.49863, 0.001564 
NGC 4660, 191.13326, 11.19051, 0.003612 
NGC 4658, 191.15764, -10.08332, 0.007996 
IC 3718, 191.19162, 12.35144, 0.003182 
NGC 4663, 191.19605, -10.19786, 0.008029 
IC 3720, 191.19768, 12.06483, 0.005738 
IC 3719, 191.19792, 8.10691, 0.006195 
NGC 4650A, 191.20439, -40.71432, 0.009607 
IC 0812, 191.21195, -4.43470, 0.014460 
WISEA J124452.26-002549.5, 191.21777, -0.43044, 0.082123 
IC 3729, 191.22132, 39.35113, 0.036196 
IC 3721, 191.22142, 18.75529, 0.022052 
IC 3724, 191.22413, 10.28237, 0.046929 
IC 3728, 191.26305, 20.97408, 0.079938 
WISEA J124504.26-002850.7, 191.26776, -0.48077, 0.005600 
IC 3731, 191.27197, 12.44640, 0.039768 
IC 3727, 191.27361, 10.90095, 0.003555 
NGC 4665, 191.27496, 3.05580, 0.003042 
IC 3730, 191.27749, 21.16955, 0.023333 
[FNC2004] J124507.23-002740.3, 191.28000, -0.46093, 0.005200 
NGC 4666, 191.28598, -0.46203, 0.005047 
IC 3734, 191.28883, 23.03900, 0.022676 
IC 3732, 191.29917, 10.32375, 0.007367 
IC 0813, 191.29936, 23.03598, 0.023263 
NGC 4650B, 191.31227, -40.82421, 0.008362 
NGC 4670, 191.32123, 27.12546, 0.003630 
IC 3736, 191.32907, 21.53582, 0.022482 
IC 3735, 191.33507, 13.69259, 0.006066 
IC 3740, 191.37754, 20.81601, 0.008652 
SDSS J124531.58-003156.1, 191.38161, -0.53228, 0.005218 
IC 3746, 191.38294, 37.82355, 0.053542 
NGC 4668, 191.38328, -0.53571, 0.005400 
IC 3742, 191.38351, 13.33282, 0.003219 
IC 0814, 191.39211, -8.09180, 0.049838 
NGC 4673, 191.39446, 27.06084, 0.022856 
IC 3744, 191.42300, 19.50048, 0.072120 
IC 3745, 191.43698, 19.17725, 0.022430 
IC 3751, 191.43812, 37.82314, 0.052411 
NGC 4671, 191.44838, -7.06963, 0.009747 
NGC 4674, 191.51427, -8.65513, 0.005023 
NGC 4676:[BFB2004] 1621, 191.52000, 30.72606, 0.090000 
NGC 4676:[BFB2004] 2271, 191.53171, 30.74106, 0.050000 
NGC 4676:[BFB2004] 2445, 191.53283, 30.74417, 0.050000 
NGC 4676A, 191.54201, 30.73201, 0.021862 
IC 3756, 191.54215, 11.91440, 0.045059 
NGC 4676N, 191.54375, 30.76028, 0.022349 
NGC 4676B, 191.54693, 30.72273, 0.021798 
NGC 4676:[BFB2004] 0001, 191.54888, 30.71325, 0.080000 
NGC 4676:[BFB2004] 2610, 191.55033, 30.75417, 0.080000 
NGC 4676:[BFB2004] 1745, 191.55167, 30.74192, 0.060000 
NGC 4676:[BFB2004] 2302, 191.55600, 30.75219, 0.070000 
NGC 4676:[BFB2004] 0096, 191.55904, 30.72011, 0.070000 
NGC 4676:[BFB2004] 0536, 191.55992, 30.72686, 0.050000 
IC 3754, 191.56463, 8.34855, 0.021538 
NGC 4676:[BFB2004] 0528, 191.56533, 30.72936, 0.040000 
NGC 4672, 191.56556, -41.70586, 0.010681 
NGC 4676:[BFB2004] 0994, 191.57413, 30.74042, 0.050000 
IC 3759, 191.57416, 20.78299, 0.023296 
IC 3760, 191.57609, 11.87356, 0.044886 
NGC 4676:[BFB2004] 0592, 191.57783, 30.71944, 0.050000 
NGC 4676:[BFB2004] 0092, 191.58187, 30.72322, 0.070000 
IC 0815, 191.59447, 11.87662, 0.044335 
IC 3761, 191.61389, 20.28911, 0.029202 
IC 3762, 191.65671, 22.24648, 0.005939 
IC 0818, 191.68568, 29.73530, 0.015566 
IC 3763, 191.69177, 21.98519, 0.084222 
IC 0816, 191.69309, 9.85054, 0.023890 
IC 3771, 191.71953, 39.17305, 0.064739 
IC 3766, 191.72303, 19.11069, 0.057032 
NGC 4680, 191.72801, -11.63692, 0.008312 
IC 3767, 191.73124, 10.18235, 0.004153 
NGC 4696A, 191.73182, -41.49682, 0.008533 
IC 3772, 191.73367, 36.53098, 0.040531 
IC 0817, 191.73667, 9.85711, 0.024488 
NGC 4677, 191.73796, -41.58255, 0.010364 
IC 3774, 191.75460, 36.28837, 0.041469 
NGC 4685, 191.79769, 19.46435, 0.022646 
IC 3776, 191.80099, 22.48461, 0.034776 
IC 3773, 191.81377, 10.20362, 0.003624 
NGC 4682, 191.81475, -10.06337, 0.007775 
IC 3775, 191.81708, 11.76022, 0.003647 
NGC 4684, 191.82295, -2.72742, 0.005204 
IC 3779, 191.83611, 12.16637, 0.003886 
NGC 4696B, 191.84065, -41.23753, 0.010377 
NGC 4687, 191.84905, 35.35208, 0.014197 
IC 0821, 191.85885, 29.78790, 0.022476 
NGC 4681, 191.87006, -43.33485, 0.011051 
NGC 4679, 191.87604, -39.57082, 0.015489 
IC 3786, 191.90371, 39.04615, 0.054717 
NGC 4683, 191.92643, -41.52821, 0.011908 
NGC 4689, 191.93981, 13.76286, 0.005350 
IC 0822, 191.93988, 30.07721, 0.061963 
NGC 4688, 191.94383, 4.33581, 0.003289 
IC 3784, 191.96140, 19.38423, 0.022047 
NGC 4692, 191.98052, 27.22237, 0.026605 
NGC 4690, 191.98133, -1.65605, 0.009223 
NGC 4696C, 192.01129, -40.81856, 0.012118 
IC 3789, 192.02962, 20.19398, 0.064238 
IC 3788, 192.03035, 18.86891, 0.080583 
IC 3793, 192.04931, 19.15158, 0.071492 
2MASS J12481306-0319593, 192.05445, -3.33314, 0.003738 
NGC 4691, 192.05667, -3.33270, 0.003736 
NGC 4694, 192.06268, 10.98380, 0.003869 
NGC 4696D, 192.09025, -41.71403, 0.008839 
NGC 4698, 192.09548, 8.48737, 0.003366 
NGC 4696E, 192.10902, -40.93584, 0.006081 
IC 3800 NED02, 192.11355, 36.57536, 0.040438 
NGC 4697, 192.14953, -5.80064, 0.004140 
NGC 4711, 192.19114, 35.33268, 0.013508 
NGC 4696, 192.20526, -41.31087, 0.009904 
IC 3806, 192.23088, 14.90786, 0.004673 
NGC 4679a, 192.23107, -39.55817, 0.015200 
IC 3799, 192.24844, -14.39914, 0.012319 
NGC 4702, 192.25621, 27.17914, 0.019948 
NGC 4699, 192.25907, -8.66442, 0.004650 
IC 3809, 192.26877, 36.48911, 0.034284 
NGC 4700, 192.28426, -11.40967, 0.004700 
NGC 4701, 192.29835, 3.38867, 0.002406 
NGC 4703, 192.32901, -9.10844, 0.014874 
NGC 4705, 192.35399, -5.19587, 0.014320 
IC 3816, 192.36866, 37.23028, 0.040611 
IC 3814, 192.38509, 20.05046, 0.064385 
NGC 4712, 192.39257, 25.47028, 0.014613 
IC 3815, 192.41056, 19.27502, 0.064728 
NGC 4710, 192.41183, 15.16578, 0.003676 
IC 3820, 192.41223, 37.11708, 0.040786 
NGC 4708, 192.42284, -11.09297, 0.013900 
NGC 4678, 192.42438, -4.57972, 0.004723 
IC 3817, 192.43112, 22.83130, 0.071136 
IC 3818, 192.44466, 21.75219, 0.076586 
IC 3812, 192.47420, -6.71748, 0.011368 
NGC 4706, 192.47573, -41.27936, 0.012882 
NGC 4715, 192.49113, 27.82245, 0.023073 
NGC 4713, 192.49124, 5.31133, 0.002183 
SDSS J124958.13+051854.6, 192.49229, 5.31519, 0.002125 
IC 3813, 192.50972, -25.92075, 0.010857 
NGC 4709, 192.51629, -41.38198, 0.015604 
NGC 4719, 192.53633, 33.15917, 0.023586 
IC 3819, 192.56822, -14.38062, 0.045886 
IC 0825, 192.57989, -5.36294, 0.005114 
NGC 4714, 192.58019, -13.32434, 0.014277 
NGC 4721, 192.58301, 27.32400, 0.025528 
IC 3828, 192.58625, 37.94898, 0.035168 
IC 3822, 192.59467, -14.32207, 0.013369 
NGC 4725, 192.61072, 25.50077, 0.004033 
NGC 4728, 192.61698, 27.43489, 0.021385 
WISEA J125029.90+252624.5, 192.62461, 25.44016, 0.085551 
IC 3824, 192.62730, -14.42584, 0.042646 
NGC 4718, 192.63600, -5.28193, 0.015744 
NGC 4716, 192.63803, -9.45117, 0.014920 
NGC 4717, 192.64325, -9.46296, 0.015591 
NGC 4728C, 192.65435, 27.48298, 0.022139 
IC 3825, 192.65444, -14.48287, 0.011918 
NGC 4728B, 192.65640, 27.42485, 0.040974 
IC 3826, 192.66620, -9.03104, 0.014220 
NGC 4720, 192.67836, -4.15585, 0.005017 
NGC 4726, 192.69202, -14.26850, 0.025431 
IC 3832, 192.70511, 39.81061, 0.034359 
IC 3827, 192.71709, -14.49184, 0.014333 
NGC 4737, 192.72055, 34.15685, 0.022872 
NGC 4727, 192.73854, -14.33288, 0.025001 
NGC 4731, 192.75454, -6.39306, 0.004973 
NGC 4735, 192.75725, 28.92792, 0.021428 
NGC 4723, 192.76208, -13.23673, 0.004360 
NGC 4733, 192.77819, 10.91206, 0.003085 
NGC 4738, 192.78718, 28.78811, 0.015858 
NGC 4734, 192.80369, 4.85896, 0.025036 
NGC 4731A, 192.80561, -6.55927, 0.005050 
IC 3831, 192.82748, -14.57364, 0.013032 
IC 0826, 192.83307, 31.05967, 0.022766 
NGC 4745B, 192.84171, 27.44379, 0.040700 
NGC 4745, 192.85902, 27.42123, 0.024397 
NGC 4752, 192.87114, 13.78184, 0.037570 
NGC 4722, 192.88487, -13.33000, 0.004376 
IC 3834, 192.88492, -14.22114, 0.014647 
IC 3837, 192.88746, 19.72304, 0.003843 
NGC 4739, 192.90454, -8.41018, 0.012632 
IC 3843, 192.91346, 39.00135, 0.034836 
NGC 4747, 192.94134, 25.77686, 0.003969 
IC 3840, 192.94210, 21.73520, 0.001941 
NGC 4729, 192.94291, -41.13221, 0.011154 
NGC 4742, 192.95016, -10.45478, 0.004236 
IC 0827, 192.97940, 16.28285, 0.021587 
NGC 4746, 192.98071, 12.08260, 0.005941 
NGC 4730, 193.00197, -41.14732, 0.006981 
IC 3844, 193.02703, 39.81821, 0.065655 
NGC 4748, 193.05196, -13.41476, 0.014630 
WISEA J125213.14-153616.4, 193.05477, -15.60458, 0.046442 
IC 3829, 193.05539, -29.84072, 0.009450 
GALEXASC J125214.81-153423.4, 193.06172, -15.57318, 0.013753 
IC 0828, 193.06506, -8.13283, 0.013733 
NGC 4743, 193.06669, -41.39048, 0.009954 
NGC 4754, 193.07294, 11.31385, 0.004506 
2MASX J12521797-1535038, 193.07495, -15.58447, 0.047470 
NGC 4744, 193.08156, -41.06007, 0.011201 
NGC 4753, 193.09195, -1.19961, 0.003879 
IC 0829, 193.11425, -15.51859, 0.016540 
MCG -02-33-038, 193.13766, -15.51681, 0.014977 
IC 3847, 193.14056, 22.06472, 0.022362 
WISEA J125236.28-151822.9, 193.15118, -15.30637, 0.047510 
IC 3848 NED02, 193.16906, 21.41473, 0.077547 
WISEA J125240.62-153205.8, 193.16928, -15.53495, 0.050755 
WISEA J125241.40-153004.6, 193.17232, -15.50134, 0.015760 
NGC 4758, 193.18337, 15.84897, 0.004150 
IC 0831, 193.18362, 26.47046, 0.021291 
2MASX J12524735-1522540, 193.19750, -15.38162, 0.045485 
NGC 4757, 193.20882, -10.31009, 0.002825 
NGC 4751, 193.21151, -42.65986, 0.006985 
NGC 4756, 193.21926, -15.41330, 0.013599 
WISEA J125254.57-152806.9, 193.22739, -15.46861, 0.014437 
NGC 4762, 193.23327, 11.23098, 0.003289 
WISEA J125256.04-152031.9, 193.23350, -15.34221, 0.045000 
WISEA J125256.77-152333.9, 193.23657, -15.39277, 0.044651 
NGC 4767A, 193.25612, -39.83526, 0.009717 
WISEA J125302.35-152123.2, 193.25981, -15.35645, 0.044651 
IC 3852, 193.26372, 35.77341, 0.014587 
2MASX J12530417-1525568, 193.26747, -15.43249, 0.044141 
NGC 4759 NED01, 193.26864, -9.19982, 0.011878 
NGC 4759, 193.27167, -9.20222, 0.011878 
NGC 4759 NED02, 193.27387, -9.20407, 0.014206 
NGC 4774 NED01, 193.27497, 36.82635, 0.027929 
NGC 4774 NED02, 193.27520, 36.81747, 0.027929 
NGC 4774, 193.27780, 36.81850, 0.027823 
NGC 4764, 193.27799, -9.25768, 0.013923 
NGC 4760, 193.28014, -10.49416, 0.015884 
NGC 4766, 193.28397, -10.37811, 0.013286 
NGC 4761, 193.29080, -9.19774, 0.014784 
MRK 1338, 193.29213, 25.27830, 0.003627 
IC 3853, 193.29298, 38.82944, 0.052231 
NGC 4765, 193.31007, 4.46314, 0.002388 
WISEA J125318.38-153204.0, 193.32662, -15.53446, 0.047369 
NGC 4771, 193.33856, 1.26929, 0.003755 
IC 3855, 193.34458, 36.78599, 0.034284 
NGC 4763, 193.36332, -17.00562, 0.013489 
NGC 4785, 193.36391, -48.74930, 0.012926 
NGC 4772, 193.37151, 2.16838, 0.003469 
NGC 4770, 193.38392, -9.54146, 0.012168 
NGC 4773, 193.40012, -8.63870, 0.011618 
NGC 4775, 193.44044, -6.62241, 0.005224 
IC 3861, 193.46167, 38.28184, 0.041187 
NGC 4779, 193.46183, 9.71005, 0.009443 
NGC 4767, 193.47057, -39.71424, 0.009990 
IC 3862, 193.47228, 36.08699, 0.014000 
IC 3862 NED02, 193.47268, 36.08868, 0.014554 
IC 3863, 193.47438, 38.48049, 0.035092 
IC 3857, 193.48377, 19.60712, 0.075034 
NGC 4777, 193.49392, -8.77570, 0.011755 
IC 0832, 193.49627, 26.44404, 0.023603 
NGC 4780A, 193.51266, -8.65382, 0.014837 
NGC 4780, 193.52186, -8.62088, 0.011615 
NGC 4789A, 193.52187, 27.14964, 0.001214 
